id,Prediction
1,0.0
2,0.00015246820417241916
3,0.0
4,4.39016166257592e-06
5,9.317724292378465e-05
6,2.6219103605675143e-05
7,1.217177522562518e-05
8,4.012673151305005e-06
9,4.1471720106357834e-05
10,0.0
11,1.1604056283477583e-05
12,3.0912445017460774e-07
13,0.0
14,1.1086867299531606e-06
15,0.0004057198961532078
16,0.0
17,0.0006052121711331979
18,0.0
19,1.5040093441187647e-06
20,5.171889839459784e-07
21,0.0
22,0.0
23,0.0
24,0.0012662971004602148
25,0.0
26,5.748525833054725e-06
27,0.0
28,6.99275174500752e-05
29,7.92666426659273e-05
30,0.00010485858031980589
31,0.0
32,0.0
33,0.0010033199315314864
34,3.73029985547243e-07
35,0.0
36,1.2424425016633275e-06
37,0.0
38,0.0
39,0.0
40,0.0
41,9.651222016509148e-05
42,1.2940127825338027e-05
43,0.0
44,2.415034766989123e-06
45,0.0003079994155170011
46,6.473779350772074e-06
47,0.0
48,0.00014499057561258516
49,6.010092675510163e-06
50,8.44147537015275e-06
51,0.0009295074981702211
52,0.00040429762644735636
53,2.3227432845091078e-05
54,0.0008593897502892692
55,0.0
56,2.5481960686028e-05
57,4.271119025753872e-05
58,0.0
59,0.00021104282895478366
60,0.0002534523256383539
61,1.0516176006901559e-05
62,0.0
63,0.00039643278707079857
64,0.0
65,0.0
66,0.00011803352383325732
67,0.0001545622250873039
68,0.0
69,0.00019950416438191995
70,3.181901191460746e-06
71,0.0
72,5.344286167441777e-06
73,0.0
74,5.018219319517214e-05
75,0.00022834308548594264
76,6.0317908340320344e-05
77,0.004284662248108723
78,0.00013981809665625022
79,2.281278995278956e-06
80,0.0003731191560617165
81,2.651336630343751e-06
82,0.0008493996803177609
83,0.00011789976806154715
84,0.0
85,0.0
86,0.0
87,0.0
88,2.2456107894895783e-05
89,2.0168884198651932e-05
90,0.0
91,0.0
92,0.0
93,0.0
94,4.558991169978975e-05
95,0.00025374658833611627
96,0.0
97,0.009108946608946608
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,8.44147537015275e-07
104,0.0
105,1.544284693155937e-05
106,0.00017133074033403513
107,0.0
108,0.0011852663677829546
109,0.0
110,0.0
111,0.0
112,0.0006256158710199632
113,7.671636595198678e-06
114,0.0
115,0.0003272305231384407
116,0.0
117,0.00013583047234691563
118,0.0
119,0.0
120,0.0
121,6.39203971250475e-06
122,0.0017967889642381033
123,6.568894566210415e-06
124,6.895853119279712e-07
125,2.8029265049486065e-06
126,0.0
127,8.546696577231414e-05
128,0.0
129,0.0
130,8.429585968222957e-05
131,0.0
132,4.265322942313097e-07
133,1.286136053755315e-05
134,0.0
135,0.0
136,1.0373503183744049e-06
137,0.0
138,5.469124887704599e-07
139,2.1439564029898517e-05
140,0.0
141,0.0
142,2.8900163740843378e-05
143,0.0
144,0.0
145,4.928305717423158e-05
146,7.326843939234693e-07
147,0.0
148,0.001148902631980684
149,8.24767811869713e-05
150,1.9974195242051575e-06
151,0.0
152,1.4112720090663823e-05
153,1.4190001203207474e-05
154,4.056663938445238e-05
155,0.0
156,0.00013111037978078796
157,7.198438398392932e-05
158,0.0
159,0.0
160,0.0
161,1.099769678505816e-06
162,0.0004142758070169348
163,0.0
164,0.0
165,0.0
166,4.457039548431003e-06
167,0.0
168,1.5456222508730387e-07
169,1.895765137705431e-05
170,0.0
171,5.5475949404412305e-05
172,0.0004324978016495832
173,7.025150365266207e-06
174,1.6257270963750163e-05
175,5.8631099441531014e-05
176,0.0
177,1.3381521871981577e-05
