id,Prediction
1,-0.3604359849765522
2,-0.2123480483455042
3,-0.3604359849765522
4,-0.05630208368069183
5,-0.07553734937373441
6,-0.05544911552335914
7,-0.31285753144047257
8,-0.17676102481401204
9,-0.2664118982266805
10,-0.3604359849765522
11,-0.1012311412020385
12,-0.14122981986983632
13,-0.3604359849765522
14,-0.20657838847676208
15,-0.26591177010567046
16,-0.3604359849765522
17,-0.3193895235456857
18,-0.3604359849765522
19,-0.337115050074025
20,-0.06590604740540096
21,-0.3604359849765522
22,-0.3604359849765522
23,-0.3604359849765522
24,-0.3132888196551485
25,-0.3604359849765522
26,-0.22916689987423816
27,-0.3604359849765522
28,-0.053741204745366616
29,-0.08674210869474734
30,-0.11616722352327716
31,-0.3604359849765522
32,-0.3604359849765522
33,-0.3398994130493863
34,-0.05645905351520097
35,-0.3604359849765522
36,-0.2476070808767061
37,-0.3604359849765522
38,-0.3604359849765522
39,-0.3604359849765522
40,-0.3604359849765522
41,-0.32901148913972506
42,-0.13039647176327376
43,-0.3604359849765522
44,-0.27332543401711223
45,-0.1965765806821699
46,-0.2604610066602329
47,-0.3604359849765522
48,-0.3578594223557423
49,-0.056238784709321143
50,-0.2546588873829465
51,-0.02015302836255697
52,-0.04067565825749836
53,-0.2736445202843629
54,-0.22784143344315644
55,-0.3604359849765522
56,-0.1167951637840825
57,-0.3341967049533322
58,-0.3604359849765522
59,-0.04822710939711953
60,-0.2459718793680127
61,-0.0560627090384992
62,-0.3604359849765522
63,-0.040982977667125574
64,-0.3604359849765522
65,-0.3604359849765522
66,-0.3473381022452268
67,-0.0745346895199286
68,-0.3604359849765522
69,-0.22441951045894207
70,-0.1095391236693951
71,-0.3604359849765522
72,-0.17676102481401204
73,-0.3604359849765522
74,-0.18873982656374294
75,-0.35637820221172256
76,-0.21995730991152646
77,-0.28429516999854804
78,-0.35795134016405167
79,-0.10615194805420325
80,-0.04189396020280626
81,-0.2123480483455042
82,-0.023283249605513562
83,-0.3364298351680743
84,-0.3604359849765522
85,-0.3604359849765522
86,-0.3604359849765522
87,-0.3604359849765522
88,-0.05559615496878169
89,-0.05568552847056103
90,-0.3604359849765522
91,-0.3604359849765522
92,-0.3604359849765522
93,-0.3604359849765522
94,-0.05469219919964766
95,-0.06154290186801494
