id,Prediction
1,-0.1603991368972291
2,-0.09950462105955701
3,-0.1603991368972291
4,-0.020278789499817398
5,-0.06550826006545117
6,0.004439008070110836
7,-0.12884664452297395
8,-0.14115120011191276
9,-0.13105839056741084
10,-0.1603991368972291
11,-0.056020200004514485
12,-0.13899607973386363
13,-0.1603991368972291
14,-0.14255809735114588
15,-0.0600888941133402
16,-0.1603991368972291
17,-0.0923858065128848
18,-0.1603991368972291
19,-0.1474875630341163
20,-0.05645342048747349
21,-0.1603991368972291
22,-0.1603991368972291
23,-0.1603991368972291
24,-0.006992939924788279
25,-0.1603991368972291
26,-0.12990781172487006
27,-0.1603991368972291
28,0.03041955611300434
29,-0.05337627746454699
30,-0.06150993834521313
31,-0.1603991368972291
32,-0.1603991368972291
33,-0.11782205571128672
34,0.21823077159383247
35,-0.1603991368972291
36,-0.13079941082406615
37,-0.1603991368972291
38,-0.1603991368972291
39,-0.1603991368972291
40,-0.1603991368972291
41,-0.14661672456706473
42,-0.11283475987115511
43,-0.1603991368972291
44,-0.05637926196780343
45,-0.04443852077945701
46,-0.1437968480306726
47,-0.1603991368972291
48,-0.13417095526627024
49,0.25888890616932464
50,-0.14346222889038326
51,0.13248225459881555
52,0.0787711636657755
53,-0.14341258834047776
54,-0.02289288659124407
55,-0.1603991368972291
56,-0.09914591992050455
57,-0.14719386803092263
58,-0.1603991368972291
59,-0.006103340761820988
60,-0.09397033871751424
61,-0.008089680149638337
62,-0.1603991368972291
63,0.05818715744337148
64,-0.1603991368972291
65,-0.1603991368972291
66,-0.14844139655120703
67,-0.0504340948172769
68,-0.1603991368972291
69,-0.07587717354505798
70,-0.056349296583191245
71,-0.1603991368972291
72,-0.1405327538760978
73,-0.1603991368972291
74,-0.11356973979794266
75,-0.056080826548143066
76,-0.10203617008776494
77,0.22675190197381048
78,1.0807552575273314
79,-0.056384488488375316
80,0.06054787504836603
81,-0.1425342484737149
82,0.22992895645627928
83,-0.13677425174975566
84,-0.1603991368972291
85,-0.1603991368972291
86,-0.1603991368972291
87,-0.1603991368972291
88,0.3943645957661159
89,0.12947524402759014
90,-0.1603991368972291
91,-0.1603991368972291
92,-0.1603991368972291
93,-0.1603991368972291
94,-0.02566357940001471
95,-0.046558455595866986
96,-0.1603991368972291
97,0.30774110214796857
98,-0.1603991368972291
99,-0.1603991368972291
100,-0.1603991368972291
101,-0.1603991368972291
102,-0.1603991368972291
103,-0.14459378472858556
104,-0.1603991368972291
105,-0.1448591432203789
106,-0.049778863354914105
107,-0.1603991368972291
108,-0.09544759539640861
109,-0.1603991368972291
110,-0.1603991368972291
111,-0.1603991368972291
112,-0.06364631993798195
113,-0.14191490786490593
114,-0.1603991368972291
115,-0.04368706326612062
116,-0.1603991368972291
117,-0.004669170247307765
118,-0.1603991368972291
119,-0.1603991368972291
120,-0.1603991368972291
121,-0.05622386008946585
122,0.35594729807530795
123,0.28970092149229254
124,-0.05644668408318083
125,-0.016895374024743583
126,-0.1603991368972291
127,-0.14653706903262775
128,-0.1603991368972291
129,-0.1603991368972291
130,-0.06603419155633422
131,-0.1603991368972291
132,-0.12110194597687865
133,-0.14592425611964385
134,-0.1603991368972291
135,-0.1603991368972291
136,-0.05643309512969391
137,-0.1603991368972291
138,-0.1432925016133853
139,-0.13144937534205864
140,-0.1603991368972291
141,-0.1603991368972291
142,-0.148594734581689
143,-0.1603991368972291
144,-0.1603991368972291
145,-0.14119638375888469
146,-0.05644499998210766
147,-0.1603991368972291
148,-0.011580140885835812
149,-0.0532508409708216
150,-0.14667400498714983
151,-0.1603991368972291
152,-0.1313904150404608
153,-0.0764853994249445
154,-0.05488848408334759
155,-0.1603991368972291
156,-0.13783006625411828
157,-0.04934537249778382
158,-0.1603991368972291
159,-0.1603991368972291
160,-0.1603991368972291
161,-0.1432925016133853
162,0.6246461190890022
163,-0.1603991368972291
164,-0.1603991368972291
165,-0.1603991368972291
166,-0.05629947042040588
167,-0.1603991368972291
168,-0.056467590165468394
169,-0.05573285751796205
170,-0.1603991368972291
171,0.00619504424531533
172,0.7539235616885945
173,-0.056199121225425565
174,-0.008016235353394604
175,-0.07473871619054502
176,-0.1603991368972291
177,-0.12223111286446367
178,-0.05406130009416957
179,-0.1603991368972291
180,-0.1441127538313448
181,-0.1603991368972291
182,-0.055546916494294774
183,-0.1395633864002977
184,0.13784555609521087
185,-0.035006280436517934
186,-0.048856730908680056
187,-0.1603991368972291
188,-0.1603991368972291
189,-0.11687117016990077
190,-0.14233502701653322
191,0.018941335305188104
192,-0.1603991368972291
193,-0.14542186727318493
194,-0.13780721824740613
195,-0.1603991368972291
196,-0.1603991368972291
197,-0.14818979828370565
198,0.08263404556161319
199,-0.1603991368972291
200,-0.14390723297169905
