id,Prediction
1,1177408.5294117646
2,2592042.4615384615
3,20679344.230769232
4,676282.5
5,14977468.933333334
6,15270.857142857141
7,434712.0
8,3122785.6923076925
9,15605184.739130434
10,688480.0
11,2350968.0
12,352947.0
13,619036.6
14,748407.1333333333
15,1211380.076923077
16,1417674.0
17,7088779.96875
18,61675.04615384616
19,11634169.386792453
20,154344.91666666666
21,857813.4
22,30548411.980861243
23,5963.6
24,210918777.44412607
25,12497164.3
26,2666283.75
27,1099750.5
28,2919923.8730158727
29,736947.7142857142
30,2788145.2355212355
31,32114618.830769233
32,31669.285714285714
33,47021439.2
34,3030.4
35,2589833.6585365855
36,2522947.395833333
37,7869.11111111111
38,1140.75
39,19775.0
40,265593.39130434784
41,3986689.694915254
42,8965911.11111111
43,28509.5
44,1084.0
45,100146223.7368421
46,18825159.888888888
47,152980.37903225806
48,483483355.9615385
49,988257.5384615384
50,218783.90625
51,31901503.60411899
52,15272929.014925374
53,10255716.0
54,18348585.40515933
55,3575059.5517241377
56,6871135.153846154
57,17243365.88235294
58,67160.0
59,81514302.814433
60,26517494.85915493
61,5314220.114583333
62,273365.6666666666
63,5929237.8
64,29014028.8
65,1334457.0
66,25927574.400000002
67,12411011.2
68,28616895.89473684
69,1829145.0
70,4885733.036363636
71,3974174.5555555555
72,793719.8
73,208888135.7888563
74,6145599.96
75,9284347.307692308
76,2537799.833333333
77,19844499.230769232
78,5351602.128205128
79,13996.666666666666
80,22405188.203125
81,806678.9333333333
82,50552621.666666664
83,27561344.046511628
84,869977.9166666666
85,250387.84615384616
86,1733400.0
87,52782.0
88,82617.4074074074
89,693094.5714285714
90,13126915.087719297
91,1939392.0
92,18378.666666666664
93,1017008.0
94,6741304.222222222
95,10375686.25
96,45255.0
97,1620928.7763975153
98,7020082.2
99,7730180.542372881
100,4246793.045977011
101,4087071.6923076925
102,169164.60638297873
103,3008813.674698795
104,317384.44444444444
105,22517940.875
106,30640.666666666664
107,154623.2530120482
108,550902.6923076924
109,28513612.209677417
110,14069256.0
111,5244315.555555555
112,54648370.44
113,309141.50943396223
114,632758.4285714285
115,1799083.361344538
116,110216.61538461539
117,6637183.426923078
118,708575.0425531914
119,2019092.387096774
120,8149458.96969697
121,234652.27586206896
122,287596001.6687697
123,191430.35294117648
124,3672.0
125,163748.14285714284
126,2571726.0
127,2063092.36
128,580067.6666666666
129,9005.149253731342
130,52036143.359375
131,28265.333333333332
132,84593.45454545454
133,3132316.5957446806
134,2418348.7407407407
135,24536635.67532468
136,13953.6
137,9113293.636363637
138,7322642.25
139,11343760.0
140,1049826.0
141,50163.33333333333
142,84252376.8
143,1825.5
144,644593.75
145,140152742.80879122
146,51832.307692307695
147,3029770.8000000003
148,514935.95238095237
149,49985252.13125
150,4664946.298013245
151,93431.25
152,1868318.4000000001
153,4897006.909090909
154,287394.8333333333
155,16987.5
156,41769627.03139013
157,3001304.7529411763
158,28555614.230769232
159,88.0
160,487007.48
161,930488.3333333333
162,1981820.2589928058
163,914340.0
164,135452.85714285713
165,196439195.82608694
166,971556.3636363636
167,1239892.2285714287
168,39830.0
169,4178426.1428571427
170,348.0
171,2946945.7232704405
172,3359309.935007386
173,267887.2
174,8815770.591549296
175,56320.0
176,352271.8181818182
177,55142515.384615384
178,30390884.561643835
179,1757360.85
180,1464028.653846154
181,2547.142857142857
182,69434900.5564516
183,14242.909090909092
184,78572.5
185,1354101.3333333333
186,33352.142857142855
187,9897.666666666666
188,23125.2
189,5185347.64
190,518104.25531914894
191,10974797.842105262
192,918025.25
193,3844082.598425197
194,23233785.483443707
195,1776.0
196,3596.516129032258
197,79379026.7586207
198,1257168.5614035088
199,2178.0
200,1489629.8076923077
201,49837.666666666664
202,84556035.40322581
203,21882.0
204,3452280.25
205,30938.467741935485
206,374249.3333333333
207,115271704.28571428
208,37265013.692307696
209,285692.0606060606
210,32463.176470588234
211,3577.5
212,17817606.692307692
213,177548.77777777778
214,6424450.423728813
215,116048.63414634147
216,8175.0
217,88835.29411764706
218,5662227.631578947
219,4560.0
220,123695.0
221,17795566.411764707
222,6429987.7
223,1193592.857142857
224,1121022.3134328357
225,113320.0
226,103932.0
227,1700114.4000000001
228,116809.0
229,615633.9823008849
230,46117.13043478261
231,3721932.44
232,1764.0
233,257229.14285714284
234,7116055.555555555
235,376868.65625
236,9927301.034482758
237,8191338.119205298
238,2035118.9150943395
239,1525482.0
240,1124244.9230769232
241,74879.76923076923
242,1621580.888888889
243,5709093.75
244,4559.454545454546
245,34067.5
246,136360.57142857142
247,3700840.2631578944
248,24892.347826086956
249,75276.0
250,1195.4545454545455
251,16813157.698996656
252,6365.085714285714
253,64109.200000000004
254,1547097.2222222225
255,41271667.78807947
256,29370.600000000002
257,3152150.1818181816
258,254613.3333333333
259,18536665.906976745
260,252019.74193548388
261,77702470.34883721
262,3621986.5434782607
263,53249507.014925376
264,6907702.751445087
265,121697517.42680775
266,34612176.199999996
267,10888.5
268,25412891.636363637
269,28601528.4
270,480254.5045045045
271,13128677.980861243
272,6775188.087591241
273,31030351.315789472
274,17867.625
275,162323.3333333333
276,1155077.3846153847
277,51033976.59574468
278,1288174.0
279,24915053.466346156
280,7059279.073170732
281,3220214.8085106383
282,4542677.723933649
283,3175851.25
284,39421.25
285,334331440.7311111
286,129962.80327868853
287,163602.3913043478
288,332176.6296296296
289,664202.625
290,14684940.212765956
291,139331.57894736843
292,5778.0
293,20344380.0
294,18069.0
295,159.0
296,884811.0
297,44044907.83486239
298,4395.0
299,262724.4347826087
300,1085313.9285714284
301,4151.0
302,4741.333333333333
303,17381.2
304,2046512.3243243245
305,85822.0
306,110733.6
307,8306131.36923077
308,9154236.0
309,2734390.0
310,7541520.5
311,3256912.654411765
312,1203536.0
313,90089.55555555555
314,1079864.2307692308
315,226226.07692307694
316,6909068.352941176
317,6877561.224489795
318,60372.4
319,111040.41666666666
320,8445232.950819673
321,773232.7272727273
322,12109224.896551725
323,6950.0
324,814.5
325,9726994.912280701
326,129064.5
327,256668.26666666666
328,4489.0
329,92409584.33519553
330,15524164.5
331,14105.0
332,257424.4705882353
333,256830.30303030304
334,272099.8072289157
335,248243529.45454547
336,237237.8333333333
337,371088.83408071747
338,680273.1428571428
339,22093733.985148516
340,1239560.0
341,148665.0
342,125990.06896551725
343,279469.0833333333
344,24761368.028985508
345,4831545.405405406
346,4822.5
347,215304196.81431004
348,76795.33333333333
349,93333.03571428571
350,1523871.5625
351,4508886.642857143
352,2312383.289473684
353,13176.0
354,3519039.5698324023
355,341260.9166666666
356,58596126.21717172
357,2925928.11627907
358,4653999.3802816905
359,6400244.203821656
360,165060.54838709676
361,1435467.7471264368
362,1861078.9571428571
363,42725675.72164948
364,589473.4285714285
365,10559111.785714285
366,18548809.615384616
367,77193.75
368,751333.0909090908
369,1494984.25
370,153874.0
371,26982230.924369745
372,804359.8122065727
373,16027416.189473683
374,1053223.5471698113
375,14386822.3625
376,158151.57142857142
377,7934300.416666666
378,372331.1818181818
379,1703706.6666666665
380,38640.65306122449
381,497255.0714285714
382,5118666.0
383,26533316.093023255
384,30188257.602272727
385,4481431.432835821
386,67669718.62184873
387,72365007.46987952
388,512228.5714285714
389,6964.0
390,509236.0
391,32822509.5
392,807850.8823529412
393,110025.0
394,8966675.200000001
395,835675.125
