id,Prediction
1,0.03241426803893624
2,2.017229881316261
3,0.02029800743336303
4,1.082334651684617
5,1.6897167293151478
6,26.24467065298
7,12.41639005977598
8,0.2853940261430057
9,0.41980177528947976
10,0.06579177775811827
11,0.5338283784207495
12,0.022742277444637582
13,0.011947643867186105
14,0.024123299647771847
15,2.828774121053036
16,0.40707304776642445
17,2.1510319939011704
18,0.37242856797825863
19,0.03353942692336195
20,0.3306732328883515
21,0.05131447226818201
22,0.0145233290140897
23,0.01437316094804689
24,0.8481329707208684
25,0.011996299338086863
26,0.09107552563867125
27,0.0008255285177584259
28,4.1387902139932145
29,2.190850600854299
30,0.5007488605782939
31,0.170024636271059
32,0.024357959295129857
33,0.5750972947860016
34,2.2257201536616247
35,0.1556181325518372
36,0.08087413421639698
37,0.0
38,0.3547963384477976
39,0.039152474537835026
40,0.4069779805290151
41,0.4091417376875134
42,0.24940091772371148
43,0.061220616239280795
44,1.4426950408889634
45,1.812697282100674
46,0.16919265619606566
47,0.0
48,0.11903435478938214
49,2.652412751502076
50,0.1507695975254371
51,3.600613168172964
52,4.593897473420618
53,0.26022981587312355
54,0.8472447636804047
55,0.01708081665975966
56,0.48319186068328046
57,0.24866693166418788
58,0.021033858306437444
59,1.3927367916240274
60,1.4177784220838572
61,0.46175911866232816
62,0.00399497790376767
63,2.897184977102655
64,0.29595692916409305
65,0.024967373051773406
66,0.25129562481919404
67,1.530994552682127
68,0.008214320268085305
69,2.181402299826672
70,0.18292293334448326
71,0.0028225858289207045
72,0.3416575840228984
73,0.01412154741393321
74,0.4416366775248469
75,45.12751201818673
76,0.964942834468233
77,6.730109345366966
78,183.45076974223858
79,1.041058054296629
80,1.6146835734192837
81,0.0729699054705938
82,4.420755128872438
83,0.2939952128592419
84,0.013264374394726938
85,0.017253306361506394
86,0.004216501122925803
87,0.0792490156984059
88,3.2638200441767204
89,1.1631782458667077
90,0.08211063136928469
91,0.2003326391924418
92,0.016664972066704052
93,0.12329636256531251
94,2.1914666681823545
95,3.8702825255678146
96,0.40599962933364336
97,45.61234296257443
98,0.04630509779729716
99,0.008585162132057542
100,0.006547694670074863
101,0.0035300842489635496
102,0.0
103,0.1425981655477458
104,0.0005997352231658111
105,0.17132117706103145
106,3.713491570052048
107,0.0
108,1.0331665587580692
109,0.0027957826426023174
110,0.01680603149108158
111,0.31142900899040066
112,1.6369487037577641
113,0.05572827757440866
114,0.11861645721609822
115,1.0852757404672408
116,0.0011296381939730788
117,0.5188177164189762
118,0.20026188915993498
119,0.003360943391988494
120,0.005838129884860415
121,0.49896780913877814
122,0.6289033798019379
123,2.474600841592931
124,1.6151377767025277
125,2.5797409130992395
126,0.10355267671807838
127,0.20581677290734174
128,0.050234890584278685
129,0.0057194348102231505
130,0.4742047722948529
131,0.004749065642157001
132,0.035074164857748204
133,0.05820680401683381
134,0.021134644672675156
135,0.004815253639959921
136,0.31613676222417825
137,0.0047998227075709094
138,0.06579539279738454
139,0.20856822052362553
140,0.07864331095989717
141,0.7413839908558321
142,0.06560706570813883
143,0.0
144,1.0510904834314818
145,0.08172411109279232
146,0.364122689766248
147,0.005218054150883082
148,88.45324234569429
149,0.7484243513061145
150,0.029487681632131307
151,0.15695725898668536
152,0.08769021386184865
153,0.20989275246384628
154,25.489344148446026
155,0.08013418284728514
